year,state,party,perc_votes
1981,Wyoming,REPUBLICAN,0.6264394809663126
1982,Wyoming,REPUBLICAN,0.6264394809663126
1983,Wyoming,REPUBLICAN,0.6264394809663126
1984,Wyoming,REPUBLICAN,0.7050982176876508
1985,Wyoming,REPUBLICAN,0.7050982176876508
1986,Wyoming,REPUBLICAN,0.7050982176876508
1987,Wyoming,REPUBLICAN,0.7050982176876508
1988,Wyoming,REPUBLICAN,0.6053038498790718
1989,Wyoming,REPUBLICAN,0.6053038498790718
1990,Wyoming,REPUBLICAN,0.6053038498790718
1991,Wyoming,REPUBLICAN,0.6053038498790718
1992,Wyoming,REPUBLICAN,0.3969652398391067
1993,Wyoming,REPUBLICAN,0.3969652398391067
1994,Wyoming,REPUBLICAN,0.3969652398391067
1995,Wyoming,REPUBLICAN,0.3969652398391067
1996,Wyoming,REPUBLICAN,0.4981211980848037
1997,Wyoming,REPUBLICAN,0.4981211980848037
1998,Wyoming,REPUBLICAN,0.4981211980848037
1999,Wyoming,REPUBLICAN,0.4981211980848037
2000,Wyoming,REPUBLICAN,0.6922274313841086
2001,Wyoming,REPUBLICAN,0.6922274313841086
2002,Wyoming,REPUBLICAN,0.6922274313841086
2003,Wyoming,REPUBLICAN,0.6922274313841086
2004,Wyoming,REPUBLICAN,0.6873956885274808
2005,Wyoming,REPUBLICAN,0.6873956885274808
2006,Wyoming,REPUBLICAN,0.6873956885274808
2007,Wyoming,REPUBLICAN,0.6873956885274808
2008,Wyoming,REPUBLICAN,0.6471377459749553
2009,Wyoming,REPUBLICAN,0.6471377459749553
2010,Wyoming,REPUBLICAN,0.6471377459749553
2011,Wyoming,REPUBLICAN,0.6471377459749553
2012,Wyoming,REPUBLICAN,0.6819358518713527
2013,Wyoming,REPUBLICAN,0.6819358518713527
2014,Wyoming,REPUBLICAN,0.6819358518713527
2015,Wyoming,REPUBLICAN,0.6819358518713527
2016,Wyoming,REPUBLICAN,0.6739841105460841
2017,Wyoming,REPUBLICAN,0.6739841105460841
2018,Wyoming,REPUBLICAN,0.6739841105460841
2019,Wyoming,REPUBLICAN,0.6739841105460841
2020,Wyoming,REPUBLICAN,0.6949978994840271
